user_id,last_buy_date,F,R,R_Score,F_Score,用户标签
223563,2017-11-30,8,3,3,4,价值用户
223600,2017-11-28,3,5,2,3,保持用户
22361,2017-11-27,8,6,1,4,保持用户
223610,2017-12-02,2,1,4,2,发展用户
223673,2017-12-03,8,0,5,4,价值用户
223689,2017-12-02,6,1,4,4,价值用户
223728,2017-12-03,1,0,5,1,发展用户
223752,2017-11-26,1,7,1,1,挽留用户
223835,2017-12-03,4,0,5,3,价值用户
223852,2017-11-30,2,3,3,2,发展用户
223853,2017-12-03,4,0,5,3,价值用户
223858,2017-12-01,2,2,3,2,发展用户
223883,2017-12-02,1,1,4,1,发展用户
223884,2017-12-01,9,2,3,4,价值用户
223935,2017-11-28,1,5,2,1,挽留用户
223945,2017-11-29,3,4,2,3,保持用户
223990,2017-12-01,1,2,3,1,发展用户
2240,2017-12-02,9,1,4,4,价值用户
224001,2017-11-29,1,4,2,1,挽留用户
224036,2017-12-03,1,0,5,1,发展用户
224046,2017-11-30,1,3,3,1,发展用户
22405,2017-12-02,4,1,4,3,价值用户
224052,2017-11-29,3,4,2,3,保持用户
224134,2017-12-03,1,0,5,1,发展用户
224170,2017-12-02,6,1,4,4,价值用户
224176,2017-12-03,1,0,5,1,发展用户
224180,2017-12-03,1,0,5,1,发展用户
224244,2017-12-01,4,2,3,3,价值用户
224281,2017-12-02,4,1,4,3,价值用户
224295,2017-11-27,1,6,1,1,挽留用户
224309,2017-11-25,1,8,1,1,挽留用户
224326,2017-11-27,2,6,1,2,挽留用户
224337,2017-11-30,3,3,3,3,价值用户
224363,2017-12-02,4,1,4,3,价值用户
224368,2017-12-03,9,0,5,4,价值用户
224370,2017-12-01,4,2,3,3,价值用户
224374,2017-12-02,3,1,4,3,价值用户
224416,2017-12-03,1,0,5,1,发展用户
224474,2017-11-28,2,5,2,2,挽留用户
224496,2017-12-02,1,1,4,1,发展用户
224520,2017-12-03,2,0,5,2,发展用户
224584,2017-12-02,6,1,4,4,价值用户
224676,2017-11-25,1,8,1,1,挽留用户
224694,2017-11-27,1,6,1,1,挽留用户
224721,2017-11-30,2,3,3,2,发展用户
224737,2017-12-03,1,0,5,1,发展用户
224770,2017-12-02,2,1,4,2,发展用户
224793,2017-11-30,14,3,3,5,价值用户
224806,2017-11-30,2,3,3,2,发展用户
224862,2017-11-26,1,7,1,1,挽留用户
2249,2017-12-01,5,2,3,3,价值用户
224934,2017-11-28,1,5,2,1,挽留用户
225002,2017-11-26,1,7,1,1,挽留用户
225011,2017-12-02,5,1,4,3,价值用户
225031,2017-12-03,16,0,5,5,价值用户
225038,2017-11-29,4,4,2,3,保持用户
225071,2017-11-28,4,5,2,3,保持用户
225089,2017-11-28,1,5,2,1,挽留用户
225090,2017-12-02,5,1,4,3,价值用户
225116,2017-11-25,1,8,1,1,挽留用户
225191,2017-11-30,8,3,3,4,价值用户
225269,2017-11-27,4,6,1,3,保持用户
225332,2017-12-01,1,2,3,1,发展用户
225347,2017-11-27,2,6,1,2,挽留用户
225349,2017-12-03,2,0,5,2,发展用户
22543,2017-12-03,1,0,5,1,发展用户
225507,2017-12-01,1,2,3,1,发展用户
225533,2017-11-30,1,3,3,1,发展用户
225549,2017-11-29,2,4,2,2,挽留用户
225567,2017-12-03,9,0,5,4,价值用户
225574,2017-11-26,1,7,1,1,挽留用户
225584,2017-11-30,1,3,3,1,发展用户
225587,2017-11-30,2,3,3,2,发展用户
225609,2017-11-27,1,6,1,1,挽留用户
225656,2017-11-27,1,6,1,1,挽留用户
225657,2017-12-01,2,2,3,2,发展用户
225690,2017-11-29,1,4,2,1,挽留用户
225710,2017-12-03,31,0,5,5,价值用户
225725,2017-12-02,3,1,4,3,价值用户
225751,2017-12-02,3,1,4,3,价值用户
225800,2017-12-01,1,2,3,1,发展用户
225932,2017-12-03,1,0,5,1,发展用户
22594,2017-11-30,2,3,3,2,发展用户
225947,2017-12-01,3,2,3,3,价值用户
225970,2017-11-28,4,5,2,3,保持用户
226002,2017-12-03,7,0,5,4,价值用户
226065,2017-11-30,3,3,3,3,价值用户
226075,2017-11-30,1,3,3,1,发展用户
226101,2017-11-27,1,6,1,1,挽留用户
226148,2017-11-27,8,6,1,4,保持用户
226194,2017-12-02,3,1,4,3,价值用户
226202,2017-11-25,1,8,1,1,挽留用户
226213,2017-11-30,1,3,3,1,发展用户
226254,2017-12-02,1,1,4,1,发展用户
226276,2017-11-26,2,7,1,2,挽留用户
226283,2017-11-30,2,3,3,2,发展用户
226301,2017-12-02,3,1,4,3,价值用户
226322,2017-11-29,1,4,2,1,挽留用户
226359,2017-12-03,5,0,5,3,价值用户
226375,2017-11-30,1,3,3,1,发展用户
226385,2017-12-03,2,0,5,2,发展用户
226396,2017-12-02,5,1,4,3,价值用户
22644,2017-12-02,1,1,4,1,发展用户
226495,2017-12-03,1,0,5,1,发展用户
226497,2017-11-30,1,3,3,1,发展用户
226512,2017-12-03,3,0,5,3,价值用户
22654,2017-12-03,2,0,5,2,发展用户
226561,2017-11-28,2,5,2,2,挽留用户
226567,2017-11-25,1,8,1,1,挽留用户
226663,2017-11-25,1,8,1,1,挽留用户
226674,2017-12-02,1,1,4,1,发展用户
226696,2017-11-28,2,5,2,2,挽留用户
226716,2017-12-02,3,1,4,3,价值用户
226751,2017-12-01,2,2,3,2,发展用户
226766,2017-12-03,1,0,5,1,发展用户
226771,2017-12-01,4,2,3,3,价值用户
226850,2017-11-30,3,3,3,3,价值用户
226857,2017-11-29,1,4,2,1,挽留用户
226900,2017-11-26,2,7,1,2,挽留用户
226922,2017-12-03,5,0,5,3,价值用户
227,2017-12-03,2,0,5,2,发展用户
227019,2017-12-01,3,2,3,3,价值用户
227021,2017-11-27,3,6,1,3,保持用户
227035,2017-12-01,3,2,3,3,价值用户
227106,2017-11-25,1,8,1,1,挽留用户
227181,2017-12-02,3,1,4,3,价值用户
227217,2017-12-02,1,1,4,1,发展用户
22726,2017-11-30,7,3,3,4,价值用户
22730,2017-12-02,1,1,4,1,发展用户
227348,2017-12-03,2,0,5,2,发展用户
227459,2017-12-01,2,2,3,2,发展用户
227501,2017-11-25,1,8,1,1,挽留用户
227577,2017-12-03,6,0,5,4,价值用户
227626,2017-11-30,5,3,3,3,价值用户
22766,2017-12-03,4,0,5,3,价值用户
227671,2017-12-02,6,1,4,4,价值用户
227676,2017-12-03,2,0,5,2,发展用户
227753,2017-11-30,3,3,3,3,价值用户
227774,2017-12-01,2,2,3,2,发展用户
227785,2017-11-25,1,8,1,1,挽留用户
22782,2017-11-30,1,3,3,1,发展用户
22789,2017-12-03,7,0,5,4,价值用户
22794,2017-12-03,2,0,5,2,发展用户
228003,2017-11-28,1,5,2,1,挽留用户
228006,2017-12-01,1,2,3,1,发展用户
228071,2017-12-02,4,1,4,3,价值用户
228077,2017-12-03,3,0,5,3,价值用户
228095,2017-12-02,1,1,4,1,发展用户
228105,2017-12-03,4,0,5,3,价值用户
228106,2017-12-02,1,1,4,1,发展用户
228136,2017-12-02,3,1,4,3,价值用户
228146,2017-11-27,4,6,1,3,保持用户
228266,2017-11-29,4,4,2,3,保持用户
228289,2017-12-02,4,1,4,3,价值用户
22830,2017-12-03,3,0,5,3,价值用户
228345,2017-12-01,2,2,3,2,发展用户
228369,2017-12-02,6,1,4,4,价值用户
228407,2017-11-30,2,3,3,2,发展用户
228442,2017-11-27,4,6,1,3,保持用户
228473,2017-11-28,1,5,2,1,挽留用户
228687,2017-12-03,5,0,5,3,价值用户
228717,2017-12-01,2,2,3,2,发展用户
228720,2017-11-25,1,8,1,1,挽留用户
228768,2017-11-28,1,5,2,1,挽留用户
228792,2017-12-01,5,2,3,3,价值用户
228815,2017-12-03,3,0,5,3,价值用户
228914,2017-11-29,3,4,2,3,保持用户
228931,2017-12-03,1,0,5,1,发展用户
228990,2017-12-02,1,1,4,1,发展用户
228995,2017-11-27,1,6,1,1,挽留用户
229050,2017-12-02,4,1,4,3,价值用户
22909,2017-12-01,1,2,3,1,发展用户
229126,2017-12-03,1,0,5,1,发展用户
229144,2017-12-03,11,0,5,5,价值用户
229154,2017-12-01,1,2,3,1,发展用户
229195,2017-11-28,4,5,2,3,保持用户
229254,2017-11-27,1,6,1,1,挽留用户
229274,2017-11-29,1,4,2,1,挽留用户
229324,2017-11-29,1,4,2,1,挽留用户
229363,2017-11-29,1,4,2,1,挽留用户
229417,2017-12-03,2,0,5,2,发展用户
229446,2017-12-03,1,0,5,1,发展用户
229452,2017-12-02,4,1,4,3,价值用户
229506,2017-12-02,2,1,4,2,发展用户
229509,2017-11-26,2,7,1,2,挽留用户
229530,2017-12-01,2,2,3,2,发展用户
229541,2017-11-27,1,6,1,1,挽留用户
229648,2017-11-27,1,6,1,1,挽留用户
22965,2017-11-30,4,3,3,3,价值用户
229690,2017-12-03,1,0,5,1,发展用户
229720,2017-12-03,6,0,5,4,价值用户
229808,2017-12-01,4,2,3,3,价值用户
22981,2017-12-03,5,0,5,3,价值用户
229912,2017-12-03,12,0,5,5,价值用户
229936,2017-11-26,1,7,1,1,挽留用户
229948,2017-11-25,1,8,1,1,挽留用户
229961,2017-12-03,2,0,5,2,发展用户
230008,2017-12-02,1,1,4,1,发展用户
230013,2017-11-27,1,6,1,1,挽留用户
230079,2017-11-29,10,4,2,4,保持用户
230125,2017-12-03,8,0,5,4,价值用户
230213,2017-12-02,1,1,4,1,发展用户
230276,2017-12-01,1,2,3,1,发展用户
230305,2017-11-30,1,3,3,1,发展用户
230310,2017-12-03,2,0,5,2,发展用户
230313,2017-11-30,1,3,3,1,发展用户
230348,2017-11-25,1,8,1,1,挽留用户
230380,2017-12-01,1,2,3,1,发展用户
230394,2017-11-30,5,3,3,3,价值用户
230414,2017-12-03,4,0,5,3,价值用户
230429,2017-12-03,42,0,5,5,价值用户
230430,2017-12-02,2,1,4,2,发展用户
230442,2017-12-01,1,2,3,1,发展用户
230462,2017-11-29,2,4,2,2,挽留用户
230515,2017-12-03,5,0,5,3,价值用户
23052,2017-12-02,1,1,4,1,发展用户
230546,2017-12-03,6,0,5,4,价值用户
230567,2017-12-02,2,1,4,2,发展用户
230640,2017-11-29,2,4,2,2,挽留用户
230673,2017-12-01,2,2,3,2,发展用户
230732,2017-12-02,3,1,4,3,价值用户
230749,2017-12-03,3,0,5,3,价值用户
230806,2017-11-28,2,5,2,2,挽留用户
230862,2017-11-28,2,5,2,2,挽留用户
230863,2017-12-01,1,2,3,1,发展用户
23094,2017-11-27,1,6,1,1,挽留用户
230951,2017-12-03,1,0,5,1,发展用户
231000,2017-12-02,1,1,4,1,发展用户
231063,2017-12-01,1,2,3,1,发展用户
231074,2017-11-27,2,6,1,2,挽留用户
231189,2017-12-02,4,1,4,3,价值用户
231279,2017-12-03,7,0,5,4,价值用户
231388,2017-11-27,3,6,1,3,保持用户
231487,2017-11-29,3,4,2,3,保持用户
231526,2017-11-28,3,5,2,3,保持用户
23154,2017-11-27,2,6,1,2,挽留用户
231556,2017-12-03,6,0,5,4,价值用户
231568,2017-11-27,3,6,1,3,保持用户
231582,2017-12-02,1,1,4,1,发展用户
231608,2017-12-03,2,0,5,2,发展用户
231609,2017-12-02,2,1,4,2,发展用户
231637,2017-11-29,3,4,2,3,保持用户
231672,2017-12-02,2,1,4,2,发展用户
231675,2017-11-30,1,3,3,1,发展用户
231701,2017-12-03,2,0,5,2,发展用户
231735,2017-12-01,1,2,3,1,发展用户
231739,2017-11-30,1,3,3,1,发展用户
231772,2017-11-27,1,6,1,1,挽留用户
231781,2017-11-27,2,6,1,2,挽留用户
231789,2017-12-01,1,2,3,1,发展用户
231800,2017-11-28,3,5,2,3,保持用户
231833,2017-12-01,2,2,3,2,发展用户
231866,2017-12-02,1,1,4,1,发展用户
231900,2017-12-03,14,0,5,5,价值用户
231901,2017-11-30,10,3,3,4,价值用户
231921,2017-11-28,1,5,2,1,挽留用户
231941,2017-12-03,4,0,5,3,价值用户
231972,2017-12-03,4,0,5,3,价值用户
231976,2017-11-25,1,8,1,1,挽留用户
232039,2017-11-30,1,3,3,1,发展用户
232105,2017-11-26,2,7,1,2,挽留用户
23211,2017-11-28,5,5,2,3,保持用户
232113,2017-11-30,6,3,3,4,价值用户
232136,2017-11-30,1,3,3,1,发展用户
232179,2017-11-29,4,4,2,3,保持用户
232226,2017-12-03,1,0,5,1,发展用户
232231,2017-12-01,1,2,3,1,发展用户
232251,2017-11-25,2,8,1,2,挽留用户
232278,2017-12-03,1,0,5,1,发展用户
23229,2017-11-26,3,7,1,3,保持用户
232319,2017-12-01,2,2,3,2,发展用户
232324,2017-12-01,1,2,3,1,发展用户
232338,2017-12-03,1,0,5,1,发展用户
232359,2017-12-02,2,1,4,2,发展用户
232387,2017-12-02,1,1,4,1,发展用户
232403,2017-11-29,1,4,2,1,挽留用户
232483,2017-12-03,14,0,5,5,价值用户
232500,2017-12-02,1,1,4,1,发展用户
232504,2017-12-03,2,0,5,2,发展用户
232507,2017-12-02,4,1,4,3,价值用户
232519,2017-11-28,1,5,2,1,挽留用户
232533,2017-12-02,4,1,4,3,价值用户
232558,2017-12-03,3,0,5,3,价值用户
232571,2017-11-30,5,3,3,3,价值用户
23258,2017-12-01,5,2,3,3,价值用户
232633,2017-12-02,2,1,4,2,发展用户
232658,2017-11-30,1,3,3,1,发展用户
232663,2017-12-02,5,1,4,3,价值用户
232702,2017-11-30,1,3,3,1,发展用户
232721,2017-12-03,4,0,5,3,价值用户
232747,2017-12-01,4,2,3,3,价值用户
232767,2017-11-25,1,8,1,1,挽留用户
232777,2017-11-28,1,5,2,1,挽留用户
232784,2017-12-03,3,0,5,3,价值用户
232787,2017-11-27,1,6,1,1,挽留用户
232825,2017-12-02,1,1,4,1,发展用户
232829,2017-12-02,6,1,4,4,价值用户
232846,2017-12-03,4,0,5,3,价值用户
232917,2017-12-02,9,1,4,4,价值用户
23297,2017-11-27,3,6,1,3,保持用户
233013,2017-11-30,8,3,3,4,价值用户
23306,2017-11-29,1,4,2,1,挽留用户
233081,2017-12-03,3,0,5,3,价值用户
233093,2017-12-02,7,1,4,4,价值用户
233112,2017-12-02,1,1,4,1,发展用户
233113,2017-12-02,1,1,4,1,发展用户
233134,2017-11-26,1,7,1,1,挽留用户
233155,2017-12-02,1,1,4,1,发展用户
233156,2017-11-26,3,7,1,3,保持用户
233159,2017-11-28,1,5,2,1,挽留用户
233214,2017-12-03,1,0,5,1,发展用户
233218,2017-12-03,1,0,5,1,发展用户
233241,2017-12-03,10,0,5,4,价值用户
233245,2017-11-28,1,5,2,1,挽留用户
233251,2017-12-03,2,0,5,2,发展用户
233252,2017-12-03,4,0,5,3,价值用户
23334,2017-11-26,1,7,1,1,挽留用户
233416,2017-11-27,2,6,1,2,挽留用户
233421,2017-12-03,4,0,5,3,价值用户
233425,2017-11-28,2,5,2,2,挽留用户
233426,2017-12-03,1,0,5,1,发展用户
233551,2017-11-25,1,8,1,1,挽留用户
23356,2017-12-03,3,0,5,3,价值用户
233563,2017-12-03,3,0,5,3,价值用户
233567,2017-12-02,8,1,4,4,价值用户
23360,2017-12-02,1,1,4,1,发展用户
233604,2017-11-28,1,5,2,1,挽留用户
233654,2017-12-03,18,0,5,5,价值用户
233664,2017-11-26,4,7,1,3,保持用户
23370,2017-12-03,5,0,5,3,价值用户
233702,2017-12-03,7,0,5,4,价值用户
233750,2017-11-29,1,4,2,1,挽留用户
233773,2017-12-01,3,2,3,3,价值用户
233777,2017-12-02,3,1,4,3,价值用户
233801,2017-11-30,1,3,3,1,发展用户
233816,2017-12-02,1,1,4,1,发展用户
233838,2017-12-01,3,2,3,3,价值用户
233839,2017-11-30,8,3,3,4,价值用户
233929,2017-12-01,2,2,3,2,发展用户
233938,2017-11-28,1,5,2,1,挽留用户
233967,2017-11-30,3,3,3,3,价值用户
233970,2017-11-28,1,5,2,1,挽留用户
233980,2017-11-29,1,4,2,1,挽留用户
233995,2017-12-03,2,0,5,2,发展用户
234,2017-11-25,1,8,1,1,挽留用户
234050,2017-11-26,1,7,1,1,挽留用户
234064,2017-11-30,4,3,3,3,价值用户
234065,2017-11-30,1,3,3,1,发展用户
23407,2017-12-02,1,1,4,1,发展用户
234097,2017-11-25,1,8,1,1,挽留用户
234112,2017-11-25,1,8,1,1,挽留用户
234124,2017-11-30,1,3,3,1,发展用户
234148,2017-12-02,2,1,4,2,发展用户
234187,2017-12-02,2,1,4,2,发展用户
23420,2017-12-02,4,1,4,3,价值用户
234206,2017-12-03,3,0,5,3,价值用户
234225,2017-12-03,6,0,5,4,价值用户
234249,2017-11-28,2,5,2,2,挽留用户
234258,2017-12-03,2,0,5,2,发展用户
234263,2017-11-30,1,3,3,1,发展用户
234278,2017-12-03,8,0,5,4,价值用户
23428,2017-12-02,1,1,4,1,发展用户
23433,2017-12-03,2,0,5,2,发展用户
234387,2017-12-03,3,0,5,3,价值用户
234406,2017-11-28,1,5,2,1,挽留用户
23442,2017-11-30,1,3,3,1,发展用户
234426,2017-11-28,2,5,2,2,挽留用户
234508,2017-12-01,1,2,3,1,发展用户
234529,2017-12-02,3,1,4,3,价值用户
234549,2017-12-02,3,1,4,3,价值用户
234578,2017-12-03,13,0,5,5,价值用户
234582,2017-11-29,2,4,2,2,挽留用户
234584,2017-12-01,1,2,3,1,发展用户
234590,2017-12-01,1,2,3,1,发展用户
234693,2017-12-03,4,0,5,3,价值用户
23471,2017-11-30,1,3,3,1,发展用户
234755,2017-11-26,3,7,1,3,保持用户
234759,2017-11-26,1,7,1,1,挽留用户
23477,2017-12-03,3,0,5,3,价值用户
234804,2017-12-03,1,0,5,1,发展用户
234835,2017-11-25,1,8,1,1,挽留用户
23485,2017-12-02,1,1,4,1,发展用户
234884,2017-12-02,1,1,4,1,发展用户
234916,2017-12-03,12,0,5,5,价值用户
23492,2017-11-27,1,6,1,1,挽留用户
234992,2017-12-01,4,2,3,3,价值用户
235003,2017-11-27,1,6,1,1,挽留用户
235028,2017-11-29,2,4,2,2,挽留用户
235097,2017-11-29,5,4,2,3,保持用户
235104,2017-12-03,5,0,5,3,价值用户
235118,2017-12-03,2,0,5,2,发展用户
235132,2017-11-29,1,4,2,1,挽留用户
235148,2017-12-01,1,2,3,1,发展用户
235168,2017-11-29,1,4,2,1,挽留用户
235178,2017-12-02,8,1,4,4,价值用户
23520,2017-12-03,2,0,5,2,发展用户
235214,2017-12-02,2,1,4,2,发展用户
235226,2017-12-02,1,1,4,1,发展用户
235235,2017-12-01,6,2,3,4,价值用户
235238,2017-11-26,1,7,1,1,挽留用户
235250,2017-12-01,3,2,3,3,价值用户
235255,2017-12-02,1,1,4,1,发展用户
23528,2017-11-29,2,4,2,2,挽留用户
235301,2017-12-02,2,1,4,2,发展用户
235318,2017-11-28,7,5,2,4,保持用户
235338,2017-12-03,3,0,5,3,价值用户
235344,2017-12-02,2,1,4,2,发展用户
235414,2017-11-29,1,4,2,1,挽留用户
235441,2017-11-26,1,7,1,1,挽留用户
235442,2017-11-28,3,5,2,3,保持用户
235461,2017-12-03,2,0,5,2,发展用户
235484,2017-11-29,1,4,2,1,挽留用户
23550,2017-12-02,2,1,4,2,发展用户
235506,2017-11-26,1,7,1,1,挽留用户
235562,2017-12-01,2,2,3,2,发展用户
235572,2017-12-01,3,2,3,3,价值用户
235641,2017-12-03,2,0,5,2,发展用户
235645,2017-11-30,6,3,3,4,价值用户
235661,2017-11-25,1,8,1,1,挽留用户
235734,2017-12-03,2,0,5,2,发展用户
23575,2017-12-03,2,0,5,2,发展用户
235751,2017-11-25,2,8,1,2,挽留用户
235768,2017-12-03,1,0,5,1,发展用户
235771,2017-11-27,1,6,1,1,挽留用户
235816,2017-11-28,1,5,2,1,挽留用户
235837,2017-11-25,2,8,1,2,挽留用户
235919,2017-11-27,3,6,1,3,保持用户
235947,2017-12-03,1,0,5,1,发展用户
235979,2017-12-03,4,0,5,3,价值用户
23604,2017-12-01,4,2,3,3,价值用户
23606,2017-11-25,2,8,1,2,挽留用户
236061,2017-11-29,5,4,2,3,保持用户
236070,2017-12-02,2,1,4,2,发展用户
236194,2017-12-01,1,2,3,1,发展用户
236195,2017-12-02,2,1,4,2,发展用户
236213,2017-12-03,3,0,5,3,价值用户
236370,2017-12-03,2,0,5,2,发展用户
2364,2017-11-25,1,8,1,1,挽留用户
236404,2017-11-29,3,4,2,3,保持用户
236440,2017-12-03,1,0,5,1,发展用户
236442,2017-11-27,1,6,1,1,挽留用户
236524,2017-12-03,3,0,5,3,价值用户
236553,2017-12-02,2,1,4,2,发展用户
236570,2017-11-30,1,3,3,1,发展用户
236580,2017-11-28,1,5,2,1,挽留用户
236607,2017-11-27,2,6,1,2,挽留用户
236639,2017-12-02,1,1,4,1,发展用户
236679,2017-12-02,5,1,4,3,价值用户
236689,2017-12-01,4,2,3,3,价值用户
23670,2017-12-02,1,1,4,1,发展用户
236747,2017-11-28,1,5,2,1,挽留用户
236753,2017-11-25,1,8,1,1,挽留用户
236773,2017-11-28,1,5,2,1,挽留用户
236787,2017-11-27,1,6,1,1,挽留用户
23680,2017-11-30,1,3,3,1,发展用户
236816,2017-12-01,1,2,3,1,发展用户
236960,2017-11-27,3,6,1,3,保持用户
236997,2017-12-03,2,0,5,2,发展用户
237046,2017-11-28,2,5,2,2,挽留用户
237057,2017-11-29,1,4,2,1,挽留用户
237070,2017-12-03,2,0,5,2,发展用户
237082,2017-12-03,4,0,5,3,价值用户
237111,2017-12-01,6,2,3,4,价值用户
237116,2017-12-02,6,1,4,4,价值用户
23716,2017-11-26,2,7,1,2,挽留用户
237184,2017-11-26,1,7,1,1,挽留用户
237211,2017-11-30,2,3,3,2,发展用户
23722,2017-12-03,4,0,5,3,价值用户
237228,2017-11-26,24,7,1,5,保持用户
237236,2017-12-02,6,1,4,4,价值用户
23726,2017-11-29,2,4,2,2,挽留用户
237278,2017-12-01,1,2,3,1,发展用户
23729,2017-12-03,4,0,5,3,价值用户
237297,2017-12-01,2,2,3,2,发展用户
2373,2017-12-01,2,2,3,2,发展用户
237303,2017-11-29,1,4,2,1,挽留用户
237313,2017-11-30,2,3,3,2,发展用户
237321,2017-11-29,1,4,2,1,挽留用户
237369,2017-12-02,6,1,4,4,价值用户
237373,2017-11-30,4,3,3,3,价值用户
237398,2017-11-28,4,5,2,3,保持用户
237508,2017-12-01,3,2,3,3,价值用户
237517,2017-12-01,3,2,3,3,价值用户
237537,2017-11-29,2,4,2,2,挽留用户
237550,2017-11-29,2,4,2,2,挽留用户
237559,2017-12-02,8,1,4,4,价值用户
237605,2017-11-26,2,7,1,2,挽留用户
237608,2017-11-28,6,5,2,4,保持用户
237664,2017-11-30,2,3,3,2,发展用户
237680,2017-12-03,3,0,5,3,价值用户
237766,2017-11-26,1,7,1,1,挽留用户
237783,2017-12-01,3,2,3,3,价值用户
237798,2017-12-02,4,1,4,3,价值用户
23787,2017-12-03,3,0,5,3,价值用户
237894,2017-11-29,1,4,2,1,挽留用户
237897,2017-12-01,1,2,3,1,发展用户
237905,2017-11-29,1,4,2,1,挽留用户
23791,2017-12-01,3,2,3,3,价值用户
237956,2017-12-03,2,0,5,2,发展用户
238019,2017-11-30,3,3,3,3,价值用户
238023,2017-12-02,2,1,4,2,发展用户
238071,2017-12-02,1,1,4,1,发展用户
238081,2017-11-25,5,8,1,3,保持用户
23811,2017-11-29,1,4,2,1,挽留用户
238152,2017-12-03,2,0,5,2,发展用户
238171,2017-11-30,2,3,3,2,发展用户
238206,2017-11-25,1,8,1,1,挽留用户
238222,2017-11-28,1,5,2,1,挽留用户
238254,2017-12-02,1,1,4,1,发展用户
238329,2017-12-03,3,0,5,3,价值用户
238338,2017-11-30,1,3,3,1,发展用户
238401,2017-12-03,5,0,5,3,价值用户
238408,2017-12-02,2,1,4,2,发展用户
238424,2017-12-03,3,0,5,3,价值用户
238428,2017-12-03,1,0,5,1,发展用户
238435,2017-12-01,2,2,3,2,发展用户
238445,2017-12-03,2,0,5,2,发展用户
23849,2017-11-27,2,6,1,2,挽留用户
238521,2017-12-02,3,1,4,3,价值用户
238525,2017-12-01,7,2,3,4,价值用户
238573,2017-11-29,2,4,2,2,挽留用户
238586,2017-11-30,2,3,3,2,发展用户
238635,2017-12-02,6,1,4,4,价值用户
238640,2017-11-28,2,5,2,2,挽留用户
238663,2017-12-02,1,1,4,1,发展用户
238667,2017-12-01,1,2,3,1,发展用户
238703,2017-12-02,1,1,4,1,发展用户
238715,2017-12-02,1,1,4,1,发展用户
238736,2017-12-02,4,1,4,3,价值用户
238744,2017-12-02,3,1,4,3,价值用户
238780,2017-11-30,3,3,3,3,价值用户
238809,2017-11-30,3,3,3,3,价值用户
238829,2017-12-02,1,1,4,1,发展用户
238883,2017-12-03,5,0,5,3,价值用户
238884,2017-11-29,1,4,2,1,挽留用户
238885,2017-11-29,5,4,2,3,保持用户
238960,2017-12-03,1,0,5,1,发展用户
238976,2017-12-02,2,1,4,2,发展用户
238991,2017-11-28,1,5,2,1,挽留用户
238992,2017-12-02,3,1,4,3,价值用户
238995,2017-12-03,3,0,5,3,价值用户
239012,2017-12-01,2,2,3,2,发展用户
239017,2017-12-01,1,2,3,1,发展用户
239042,2017-12-03,5,0,5,3,价值用户
239054,2017-12-02,1,1,4,1,发展用户
239080,2017-12-01,5,2,3,3,价值用户
239083,2017-12-03,9,0,5,4,价值用户
239087,2017-12-01,1,2,3,1,发展用户
23909,2017-11-25,1,8,1,1,挽留用户
239124,2017-11-29,2,4,2,2,挽留用户
239138,2017-12-01,4,2,3,3,价值用户
239157,2017-12-02,4,1,4,3,价值用户
239158,2017-11-28,1,5,2,1,挽留用户
239159,2017-11-28,2,5,2,2,挽留用户
239211,2017-12-01,2,2,3,2,发展用户
239232,2017-12-03,5,0,5,3,价值用户
239236,2017-12-02,5,1,4,3,价值用户
239317,2017-12-03,3,0,5,3,价值用户
239331,2017-11-30,4,3,3,3,价值用户
239344,2017-12-02,5,1,4,3,价值用户
239350,2017-12-01,7,2,3,4,价值用户
239351,2017-11-27,2,6,1,2,挽留用户
239372,2017-12-01,1,2,3,1,发展用户
239397,2017-11-30,4,3,3,3,价值用户
239418,2017-12-03,3,0,5,3,价值用户
239439,2017-11-28,1,5,2,1,挽留用户
239459,2017-11-28,1,5,2,1,挽留用户
239482,2017-11-30,3,3,3,3,价值用户
239491,2017-12-03,2,0,5,2,发展用户
239506,2017-11-30,1,3,3,1,发展用户
239532,2017-12-02,1,1,4,1,发展用户
239534,2017-11-30,1,3,3,1,发展用户
239562,2017-12-01,1,2,3,1,发展用户
239582,2017-12-02,20,1,4,5,价值用户
239591,2017-12-02,8,1,4,4,价值用户
239626,2017-11-29,2,4,2,2,挽留用户
239637,2017-11-28,8,5,2,4,保持用户
239686,2017-12-02,3,1,4,3,价值用户
239687,2017-12-01,3,2,3,3,价值用户
23969,2017-11-27,2,6,1,2,挽留用户
239706,2017-12-03,2,0,5,2,发展用户
239743,2017-12-03,8,0,5,4,价值用户
239760,2017-12-01,2,2,3,2,发展用户
239793,2017-12-02,2,1,4,2,发展用户
239811,2017-11-30,3,3,3,3,价值用户
239814,2017-12-01,2,2,3,2,发展用户
239833,2017-12-02,1,1,4,1,发展用户
239839,2017-11-26,2,7,1,2,挽留用户
23991,2017-12-03,1,0,5,1,发展用户
239925,2017-12-02,3,1,4,3,价值用户
239928,2017-11-30,2,3,3,2,发展用户
239946,2017-12-01,4,2,3,3,价值用户
239968,2017-11-25,1,8,1,1,挽留用户
24,2017-11-27,1,6,1,1,挽留用户
24000,2017-12-03,2,0,5,2,发展用户
240005,2017-11-30,1,3,3,1,发展用户
240094,2017-12-03,1,0,5,1,发展用户
240112,2017-12-03,6,0,5,4,价值用户
240152,2017-12-01,4,2,3,3,价值用户
240203,2017-12-01,2,2,3,2,发展用户
240225,2017-12-02,2,1,4,2,发展用户
